County,pct_rur_10,pop_10,pop_00,pop_90,pop_80,pop_70,hsg_10,hsg_00,hsg_90,hsg_80,hsg_70,lat,long,ind_dis,land_sqmi,pop_den,hsg_den,pct_dpop_00,pct_dpop_90,pct_dhsg_80,pct_dhsg_90,pct_dhsg_00,pct_dpop_80,h_sold_07,h_sold_08,h_sold_09,h_sold_10,h_sold_11,h_sold_12,h_sold_13,h_sold_14,h_sold_15,h_sold_16,med_07,med_08,med_09,med_10,med_11,med_12,med_13,med_14,med_15,med_16,fm_cnt_12,fm_cnt_07,lnd_acr_12,lnd_acr_07,avg_acr_12,avg_acr_07,lnd_val_12,lnd_val_07,k_12,k_07,avg_fm_12,avg_fm_07,avg_usd_12,avg_usd_07,fm_val_049_12,fm_val_050_12,fm_val_100_12,fm_val_200_12,fm_val_500_12,fm_val_01k_12,fm_val_02k_12,fm_val_05k_12,fm_val_10k_12,lnd_apx_12,lnd_pct_12,sz_fm_009_12,sz_acr_009_12,sz_fm_010_12,sz_acr_010_12,sz_fm_050_12,sz_acr_050_12,sz_fm_070_12,sz_acr_070_12,sz_fm_100_12,sz_acr_100_12,sz_fm_140_12,sz_acr_140_12,sz_fm_180_12,sz_acr_180_12,sz_fm_220_12,sz_acr_220_12,sz_fm_260_12,sz_acr_260_12,sz_fm_500_12,sz_acr_500_12,sz_fm_01k_12,sz_acr_01k_12,sz_fm_02k_12,sz_acr_02k_12,sz_fm_009_07,sz_acr_009_07,sz_fm_010_07,sz_acr_010_07,sz_fm_050_07,sz_acr_050_07,sz_fm_070_07,sz_acr_070_07,sz_fm_100_07,sz_acr_100_07,sz_fm_140_07,sz_acr_140_07,sz_fm_180_07,sz_acr_180_07,sz_fm_220_07,sz_acr_220_07,sz_fm_260_07,sz_acr_260_07,sz_fm_500_07,sz_acr_500_07,sz_fm_01k_07,sz_acr_01k_07,sz_fm_02k_07,sz_acr_02k_07,cp_fm_12,cp_fm_07,cp_acr_12,cp_acr_07,cp_hvt_fm_12,cp_hvt_fm_07,cp_hvt_acr_12,cp_hvt_acr_07,cp_gz_fm_12,cp_gz_fm_07x,cp_gz_acr_12,cp_gz_acr_07x,cp_ot_fm_12,cp_ot_fm_07,cp_ot_acr_12,cp_ot_acr_07,cp_id_fm_12,cp_id_fm_07,cp_id_acr_12,cp_id_acr_07,cp_fl_fm_12,cp_fl_fm_07,cp_fl_acr_12,cp_fl_acr_07,cp_sm_fm_12,cp_sm_fm_07,cp_sm_acr_12,cp_sm_acr_07,wd_fm_12,wd_fm_07,wd_acr_12,wd_acr_07,wd_p1_fm_12,wd_p1_fm_07,wd_p1_acr_12,wd_p1_acr_07,wd_p0_fm_12,wd_p0_fm_07,wd_p0_acr_12,wd_p0_acr_07,ps_rg_fm_12,ps_rg_fm_07,ps_rg_acr_12,ps_rg_acr_07,bdg_fm_12,bdg_fm_07,bdg_acr_12,bdg_acr_07,pst_fm_12,pst_fm_07,pst_acr_12,pst_acr_07,cnv_fm_12,cnv_fm_07,cnv_acr_12,cnv_acr_07,ins_fm_12,ins_fm_07,ins_acr_12,ins_acr_07,cp_ot_fm_02,cp_ot_acr_02,cp_id_fm_02,cp_id_acr_02,cp_fl_fm_02,cp_fl_acr_02,cp_sm_fm_02,cp_sm_acr_02,wd_fm_02,wd_acr_02,wd_p1_fm_02,wd_p1_acr_02
putnam,35.0,72321,62315,51373,47690,35487,31882,26916,21417,17801,11993,36.15,-85.5,8453.02343798,401.1,180.3,79.5,16.1,21.3,7.7,18.4,25.7,20.3,123,161,84,68,55,57,65,75,64,108,159500.0,169000.0,152000.0,160750,151500.0,170000.0,175000.0,189000.0,170450.0,188950.0,898.0,1069.0,95679.0,103679.0,107.0,97.0,898.0,1069.0,414220.0,431367.0,461269.0,403524.0,4329.0,4161.0,47.0,78.0,187.0,335.0,173.0,54.0,20.0,3.0,1.0,256706.0,37.3,59.0,205.0,355.0,9438.0,121.0,6911.0,93.0,7748.0,77.0,9169.0,61.0,9592.0,41.0,8038.0,20.0,4751.0,43.0,16069.0,20.0,13125.0,7.0,8531.0,1.0,55163.0,97.0,574.0,420.0,10848.0,128.0,7248.0,123.0,10308.0,85.0,10128.0,71.0,11104.0,36.0,7057.0,19.0,4516.0,62.0,21705.0,23.0,14625.0,5.0,5566.0,19.0,14340.0,642.0,804.0,31445.0,41208.0,584.0,657.0,22802.0,23163.0,87.0,270.0,6181.0,13657.0,123.0,139.0,2462.0,4388.0,105.0,111.0,2024.0,2718.0,26.0,39.0,438.0,1670.0,3.0,5.0,5.0,9.0,583.0,613.0,30877.0,28648.0,258.0,305.0,8751.0,9452.0,442.0,407.0,22126.0,19196.0,656.0,714.0,29498.0,29527.0,601.0,475.0,3859.0,4296.0,701.0,889.0,44430.0,52636.0,5.0,12.0,176.0,530.0,5.0,15.0,865.0,272.0,186.0,4362.0,161.0,4101.0,30.0,261.0,6.0,30.0,742.0,32601.0,405.0,10410.0
rhea,68.0,31809,28400,24344,24235,17202,14365,12565,10361,9382,5901,35.49,-85.01,20629.490024000002,315.38,100.9,45.5,12.0,16.7,0.4,14.3,21.3,10.4,42,33,31,25,10,7,12,17,18,24,138900.0,137900.0,145000.0,139000,185950.0,168000.0,153000.0,159900.0,139600.0,153700.0,411.0,449.0,57671.0,56182.0,140.0,125.0,411.0,449.0,201770.0,201939.0,490924.0,449752.0,3499.0,3594.0,21.0,43.0,82.0,144.0,76.0,29.0,14.0,2.0,3.0,201841.0,28.6,16.0,94.0,149.0,11618.0,49.0,2757.0,51.0,4270.0,41.0,4868.0,17.0,2676.0,20.0,3917.0,9.0,2114.0,36.0,12926.0,18.0,11307.0,4.0,5699.0,1.0,18184.0,12.0,46.0,168.0,4295.0,54.0,3105.0,63.0,5237.0,44.0,4999.0,22.0,3507.0,17.0,3332.0,10.0,6504.0,38.0,13065.0,19.0,11626.0,1.0,57624.0,1.0,18238.0,324.0,351.0,24437.0,26491.0,290.0,288.0,19400.0,15240.0,35.0,130.0,3021.0,8111.0,61.0,80.0,2016.0,3140.0,57.0,63.0,1877.0,2286.0,8.0,24.0,823.0,854.0,2.0,5.0,4.0,11.0,268.0,280.0,13901.0,13481.0,146.0,160.0,2782.0,3565.0,184.0,167.0,11119.0,9916.0,302.0,318.0,17167.0,14326.0,267.0,195.0,2166.0,1884.0,330.0,394.0,22970.0,26002.0,20.0,32.0,1018.0,1490.0,18.0,10.0,3970.0,2331.0,76.0,2731.0,66.0,2482.0,16.0,249.0,3.0,31.0,295.0,14695.0,161.0,3673.0
roane,51.0,54181,51910,47227,48425,38881,25716,23369,20334,18732,13189,35.93,-84.56,29778.389640200003,360.71,150.2,71.3,4.4,9.9,-2.5,10.0,14.9,8.6,32,33,13,6,6,2,1,2,1,2,200940.5,252500.0,170000.0,132450,220000.0,94250.0,79900.0,191250.0,95000.0,122500.0,519.0,580.0,46953.0,52582.0,90.0,91.0,519.0,580.0,238770.0,223462.0,460058.0,385280.0,5085.0,4250.0,22.0,31.0,94.0,233.0,89.0,40.0,6.0,3.0,1.0,230865.0,20.3,32.0,179.0,206.0,5538.0,73.0,4262.0,61.0,4963.0,47.0,5461.0,29.0,4609.0,21.0,4179.0,7.0,1666.0,37.0,12062.0,6.0,4034.0,18.0,36580.0,3.0,9652.0,29.0,158.0,233.0,6166.0,71.0,4108.0,71.0,5847.0,59.0,6655.0,34.0,5441.0,27.0,5270.0,21.0,4994.0,28.0,9160.0,7.0,4783.0,11.0,15982.0,4.0,16730.0,365.0,425.0,13981.0,18795.0,336.0,345.0,11015.0,11923.0,39.0,134.0,1864.0,4926.0,62.0,84.0,1102.0,1946.0,54.0,62.0,947.0,1568.0,18.0,31.0,626.0,378.0,1.0,3.0,3.0,5.0,366.0,384.0,15864.0,17466.0,176.0,198.0,4507.0,5222.0,275.0,282.0,11357.0,12244.0,378.0,402.0,14963.0,14290.0,343.0,268.0,2145.0,2031.0,406.0,483.0,21334.0,24438.0,2.0,16.0,2466.0,786.0,2.0,2.0,12205.0,661.0,119.0,2101.0,101.0,1810.0,33.0,1347.0,1.0,145.0,472.0,20314.0,211.0,4479.0
robertson,53.2,66283,54433,41492,37021,29102,26086,20995,15822,13308,9859,36.55,-87.0,18689.4713157,476.29,139.2,54.8,21.8,31.2,12.1,24.2,32.7,18.9,257,185,108,76,16,46,36,77,88,126,179900.0,176500.0,160185.0,154550,143372.5,152795.0,159975.0,198000.0,209752.0,244950.0,1180.0,1408.0,209107.0,227298.0,177.0,161.0,1180.0,1408.0,1018057.0,873544.0,862760.0,620415.0,4869.0,3843.0,70.0,87.0,200.0,417.0,221.0,90.0,52.0,30.0,13.0,304825.0,68.6,85.0,478.0,465.0,12018.0,126.0,7268.0,111.0,9181.0,122.0,14171.0,54.0,8303.0,32.0,6350.0,32.0,7680.0,75.0,26232.0,37.0,24587.0,27.0,36580.0,14.0,56259.0,108.0,609.0,539.0,13824.0,173.0,10080.0,128.0,10636.0,129.0,15261.0,64.0,10090.0,56.0,10911.0,41.0,9958.0,77.0,26216.0,42.0,28286.0,41.0,55016.0,10.0,36411.0,864.0,1134.0,140686.0,160059.0,787.0,957.0,129883.0,125054.0,99.0,373.0,6131.0,19508.0,161.0,229.0,4672.0,15497.0,138.0,153.0,3561.0,4253.0,32.0,89.0,82.0,11206.0,2.0,6.0,7.0,38.0,647.0,759.0,21870.0,22414.0,287.0,367.0,6336.0,8317.0,446.0,509.0,15534.0,14097.0,734.0,776.0,39760.0,38322.0,760.0,684.0,6791.0,6503.0,798.0,1048.0,52227.0,66147.0,22.0,20.0,797.0,287.0,133.0,130.0,76485.0,65585.0,316.0,7901.0,295.0,7273.0,35.0,613.0,6.0,15.0,805.0,22988.0,384.0,8560.0
rutherford,17.0,262604,182023,118570,84058,59428,102968,70616,45755,30541,19035,35.7,-86.34,534.817458344,619.36,424.0,166.2,44.3,53.5,41.1,45.8,54.3,49.8,1490,884,805,624,628,826,1090,565,1627,1822,190000.0,187316.5,168900.0,175750,188000.0,195000.0,214900.0,234900.0,236000.0,260970.0,1327.0,1525.0,176213.0,164411.0,133.0,108.0,1327.0,1525.0,859546.0,751867.0,647736.0,493027.0,4878.0,4573.0,66.0,62.0,231.0,571.0,241.0,80.0,55.0,16.0,5.0,396391.0,44.5,120.0,684.0,497.0,13449.0,127.0,7274.0,117.0,9418.0,125.0,14666.0,88.0,13664.0,63.0,12268.0,28.0,6564.0,101.0,35455.0,40.0,28443.0,16.0,19951.0,5.0,14377.0,210.0,175.0,594.0,15096.0,125.0,7109.0,137.0,10988.0,156.0,18310.0,62.0,9548.0,52.0,10272.0,24.0,5670.0,109.0,36683.0,41.0,27376.0,13.0,16147.0,2.0,105168.0,870.0,1018.0,70378.0,77912.0,776.0,793.0,60779.0,52019.0,117.0,368.0,5079.0,18256.0,140.0,139.0,4520.0,7637.0,112.0,82.0,3132.0,4410.0,36.0,67.0,284.0,3227.0,2.0,3.0,5.0,12.0,757.0,713.0,41736.0,33476.0,473.0,489.0,21544.0,19308.0,428.0,347.0,20192.0,14168.0,986.0,997.0,58790.0,46985.0,812.0,736.0,5309.0,6038.0,1083.0,1300.0,85413.0,84549.0,7.0,8.0,346.0,190.0,41.0,27.0,18629.0,13807.0,207.0,6393.0,183.0,5668.0,39.0,1610.0,1.0,6.0,965.0,46342.0,639.0,26067.0
scott,80.6,22228,21127,18358,19259,14762,9910,8909,7122,6608,4648,36.33,-84.6,2967.8840584000004,532.3,41.8,18.6,5.2,15.1,-4.7,11.2,25.1,7.8,15,6,4,4,3,2,3,2,9,4,138000.0,104000.0,122000.0,86000,80000.0,128750.0,100000.0,154434.5,132000.0,169250.0,302.0,261.0,39142.0,31086.0,130.0,119.0,302.0,261.0,110540.0,97513.0,366026.0,373615.0,2824.0,3137.0,18.0,38.0,51.0,142.0,29.0,16.0,8.0,3.0,13.0,340666.0,11.5,1.0,489.0,92.0,5642.0,38.0,2215.0,39.0,3316.0,48.0,5455.0,23.0,3555.0,15.0,2968.0,12.0,2823.0,25.0,9314.0,7.0,4418.0,2.0,37713.0,33.0,42445.0,6.0,13.0,101.0,2942.0,16.0,991.0,46.0,3826.0,23.0,2634.0,20.0,3196.0,13.0,2584.0,6.0,1418.0,22.0,7703.0,8.0,5779.0,11.0,36288.0,7.0,33902.0,248.0,221.0,14938.0,11977.0,222.0,165.0,9303.0,6034.0,36.0,72.0,3886.0,3622.0,43.0,64.0,1749.0,2321.0,32.0,36.0,1311.0,1573.0,12.0,31.0,438.0,748.0,3.0,6.0,7.0,16.0,212.0,165.0,14903.0,12398.0,88.0,72.0,2001.0,2014.0,164.0,126.0,12902.0,10384.0,195.0,148.0,7946.0,5504.0,171.0,97.0,1355.0,1207.0,221.0,191.0,13833.0,11140.0,2.0,344.0,8550.0,516.0,2.0,6.0,1622.0,48.0,26.0,561.0,24.0,549.0,4.0,12.0,3.0,15.0,202.0,14854.0,97.0,2470.0
sequatchie,73.8,14112,11370,8863,8605,6331,6368,4916,3570,3162,2003,35.37,-85.38,8762.22468037,265.86,53.1,24.0,24.1,28.3,3.0,29.5,37.7,12.9,3,11,27,1,1,2,1,0,3,1,130000.0,135000.0,85000.0,115000,132000.0,114750.0,147500.0,0.0,90900.0,250000.0,188.0,232.0,30678.0,28675.0,163.0,124.0,188.0,232.0,99271.0,97063.0,528038.0,418376.0,3236.0,3385.0,11.0,23.0,28.0,72.0,26.0,17.0,11.0,7.0,3.0,170145.0,18.0,11.0,168.0,63.0,1758.0,16.0,931.0,32.0,2657.0,15.0,1695.0,6.0,965.0,10.0,1941.0,2.0,5548.0,17.0,6353.0,11.0,7681.0,5.0,6177.0,6.0,8912.0,33.0,468.0,83.0,2180.0,21.0,1195.0,25.0,2141.0,23.0,2543.0,11.0,9436.0,8.0,1604.0,2.0,7663.0,15.0,5440.0,4.0,2776.0,7.0,8395.0,3.0,6957.0,130.0,171.0,10003.0,12595.0,118.0,129.0,7224.0,6361.0,23.0,66.0,2392.0,5231.0,22.0,29.0,387.0,1003.0,21.0,19.0,306.0,772.0,3.0,14.0,81.0,231.0,1.0,7.0,7.0,13.0,129.0,120.0,8346.0,7302.0,59.0,60.0,2873.0,1515.0,90.0,81.0,5473.0,5787.0,142.0,143.0,11497.0,8111.0,101.0,72.0,832.0,667.0,152.0,193.0,16762.0,14857.0,6.0,11.0,316.0,516.0,1.0,1.0,43363.0,18.0,29.0,1069.0,26.0,1066.0,3.0,3.0,3.0,30.0,129.0,8149.0,47.0,1306.0
sevier,56.6,89889,71170,51043,41418,28241,55918,37252,24166,17504,10268,35.72,-83.49,15983.972010299998,592.5,151.7,94.4,26.3,39.4,23.2,50.1,54.2,38.1,334,216,111,65,57,49,80,124,111,172,188371.0,175450.0,170000.0,159900,153900.0,154900.0,146387.5,142322.5,158500.0,187450.0,603.0,707.0,55541.0,56449.0,92.0,80.0,603.0,707.0,329139.0,312054.0,545836.0,441378.0,5926.0,5528.0,32.0,61.0,68.0,230.0,114.0,80.0,18.0,16.0,12.0,379211.0,14.6,28.0,160.0,214.0,5928.0,87.0,4939.0,71.0,5722.0,80.0,9217.0,52.0,8366.0,28.0,5604.0,17.0,4117.0,18.0,5813.0,8.0,5675.0,27.0,5143.0,20.0,9100.0,82.0,468.0,275.0,7765.0,90.0,5258.0,68.0,5633.0,69.0,7911.0,48.0,7377.0,21.0,4170.0,18.0,4298.0,31.0,10359.0,5.0,3210.0,4.0,29246.0,22.0,130977.0,448.0,549.0,17112.0,22253.0,420.0,451.0,14242.0,13790.0,46.0,180.0,1366.0,6582.0,73.0,93.0,1504.0,1881.0,71.0,74.0,1426.0,1696.0,10.0,18.0,41.0,179.0,1.0,4.0,7.0,6.0,381.0,412.0,13738.0,13548.0,209.0,258.0,4439.0,5873.0,238.0,237.0,9299.0,7675.0,459.0,433.0,22770.0,18131.0,343.0,326.0,1921.0,2517.0,488.0,568.0,28575.0,30586.0,24.0,314.0,377.0,678.0,73.0,3.0,67428.0,12.0,113.0,2676.0,97.0,2302.0,20.0,368.0,4.0,6.0,489.0,16359.0,295.0,7309.0
shelby,2.8,927644,897472,826330,777113,722111,398274,362954,327796,286381,222649,35.1,-90.0,0.0,763.17,1215.5,521.9,3.4,8.6,6.3,9.7,10.7,14.5,4,914,482,567,563,639,741,152,139,793,175253.0,243500.0,209995.0,195000,200710.0,231615.0,236368.0,233190.0,269950.0,282000.0,411.0,600.0,81860.0,92299.0,199.0,154.0,411.0,600.0,375376.0,429989.0,913325.0,716648.0,4586.0,4659.0,32.0,26.0,60.0,138.0,75.0,41.0,24.0,11.0,4.0,488446.0,16.8,36.0,200.0,183.0,4692.0,34.0,1970.0,36.0,3020.0,21.0,2577.0,27.0,4278.0,16.0,3170.0,5.0,1207.0,21.0,7778.0,19.0,13627.0,7.0,7710.0,6.0,31631.0,101.0,526.0,248.0,6538.0,59.0,3305.0,41.0,3473.0,39.0,4372.0,20.0,3098.0,31.0,6016.0,14.0,3242.0,16.0,5309.0,15.0,11958.0,8.0,10560.0,8.0,33902.0,287.0,380.0,60391.0,68704.0,232.0,261.0,52770.0,54635.0,29.0,112.0,2943.0,7086.0,89.0,124.0,4678.0,6983.0,71.0,102.0,4298.0,5620.0,24.0,27.0,380.0,1363.0,1.0,5.0,7.0,12.0,177.0,222.0,11174.0,9572.0,70.0,113.0,2633.0,2608.0,132.0,138.0,8541.0,6964.0,214.0,312.0,7829.0,10058.0,255.0,290.0,2466.0,3965.0,238.0,399.0,13405.0,19752.0,34.0,70.0,2466.0,3816.0,26.0,25.0,39853.0,42217.0,137.0,9589.0,118.0,8981.0,27.0,608.0,5.0,14.0,212.0,10048.0,97.0,1876.0
smith,82.9,19166,17712,14143,14935,12509,8529,7665,6049,6051,4489,36.25,-85.94,4531.30711011,314.29,61.0,27.1,8.2,25.2,-5.3,11.3,26.7,0.0,15,11,10,5,10,6,4,6,4,7,120000.0,118000.0,139450.0,125000,153404.0,129400.0,152850.0,104950.0,139382.5,142000.0,850.0,981.0,129695.0,127108.0,153.0,130.0,850.0,981.0,344784.0,400767.0,405629.0,408529.0,2658.0,3153.0,32.0,63.0,220.0,341.0,140.0,34.0,17.0,2.0,1.0,201145.0,64.5,31.0,163.0,176.0,5005.0,85.0,4871.0,140.0,11896.0,153.0,17587.0,64.0,10071.0,51.0,10084.0,40.0,9473.0,73.0,25673.0,29.0,18632.0,5.0,6588.0,3.0,9652.0,64.0,378.0,321.0,8382.0,72.0,4306.0,126.0,10311.0,132.0,15409.0,65.0,10072.0,40.0,7910.0,41.0,9663.0,93.0,32423.0,20.0,14650.0,4.0,4969.0,3.0,8635.0,598.0,683.0,36842.0,49321.0,519.0,541.0,28638.0,26301.0,80.0,277.0,4055.0,19057.0,105.0,92.0,4149.0,3963.0,96.0,74.0,2541.0,2412.0,14.0,19.0,556.0,1551.0,1.0,7.0,51.0,9.0,595.0,546.0,35853.0,27236.0,393.0,387.0,19200.0,16656.0,305.0,235.0,16653.0,10580.0,709.0,705.0,53449.0,47376.0,528.0,379.0,3551.0,3175.0,745.0,873.0,76704.0,83089.0,2.0,1.0,7754.0,9462.0,17.0,17.0,4854.0,4780.0,91.0,1045.0,152.0,15904.0,23.0,439.0,5.0,6.0,911.0,10048.0,447.0,6417.0
stewart,100.0,13324,12370,9479,8665,7319,6778,5977,4384,3581,2751,36.59,-87.78,15272.450329299998,459.33,29.0,14.8,7.7,30.5,9.4,13.4,36.3,22.4,14,6,9,9,3,0,5,3,1,1,157100.0,155000.0,154747.0,125000,130000.0,0.0,135000.0,194500.0,146000.0,149000.0,350.0,353.0,60653.0,55368.0,173.0,157.0,350.0,353.0,159480.0,150029.0,455658.0,425012.0,2629.0,2710.0,22.0,35.0,62.0,153.0,49.0,15.0,12.0,2.0,3.0,293972.0,20.6,9.0,40.0,89.0,4137.0,45.0,2596.0,27.0,2252.0,47.0,5465.0,34.0,5188.0,18.0,3513.0,22.0,5260.0,34.0,12014.0,17.0,11290.0,7.0,8530.0,1.0,9652.0,8.0,30.0,94.0,2493.0,40.0,2240.0,41.0,3492.0,48.0,5598.0,31.0,4706.0,17.0,3396.0,15.0,3651.0,38.0,13089.0,18.0,12609.0,3.0,4064.0,12.0,17360.0,246.0,252.0,20694.0,19431.0,213.0,197.0,16607.0,11666.0,30.0,84.0,2310.0,4369.0,56.0,65.0,1777.0,3396.0,43.0,53.0,1425.0,3005.0,16.0,19.0,385.0,379.0,2.0,3.0,51.0,12.0,268.0,241.0,21594.0,16536.0,122.0,133.0,6400.0,4563.0,194.0,165.0,15194.0,11973.0,237.0,216.0,16734.0,16148.0,203.0,174.0,1631.0,3253.0,266.0,266.0,25444.0,25080.0,2.0,1.0,66.0,12994.0,15.0,16.0,3726.0,2747.0,255.0,1773.0,130.0,14335.0,33.0,439.0,3.0,145.0,1248.0,7226.0,308.0,2990.0
sullivan,25.6,156823,153048,143596,143968,127329,73760,69052,60623,54976,42187,36.53,-82.32,42082.5321875,413.36,379.4,178.4,2.5,6.6,-0.3,6.8,13.9,10.3,103,200,105,71,79,84,90,111,80,75,167900.0,181450.0,168000.0,177900,185900.0,187400.0,189900.0,225000.0,219450.0,260000.0,1074.0,1280.0,84877.0,82104.0,79.0,64.0,1074.0,1280.0,468996.0,418197.0,436681.0,326716.0,5526.0,5094.0,87.0,93.0,250.0,399.0,157.0,43.0,43.0,2.0,11.0,264552.0,32.1,100.0,489.0,523.0,14108.0,114.0,6503.0,97.0,7880.0,95.0,11050.0,53.0,8329.0,16.0,3197.0,16.0,3841.0,41.0,13685.0,13.0,8518.0,6.0,7277.0,33.0,19748.0,196.0,1010.0,657.0,16684.0,122.0,7192.0,94.0,7726.0,81.0,9782.0,42.0,6478.0,24.0,4747.0,15.0,3555.0,28.0,9579.0,18.0,11090.0,3.0,4261.0,8.0,18238.0,816.0,989.0,31695.0,36826.0,769.0,841.0,26967.0,25314.0,77.0,338.0,3502.0,9208.0,85.0,89.0,1226.0,2304.0,67.0,59.0,991.0,1403.0,22.0,32.0,235.0,901.0,2.0,3.0,5.0,11.0,649.0,664.0,16895.0,14610.0,365.0,383.0,6196.0,5625.0,403.0,378.0,10699.0,8985.0,845.0,834.0,33041.0,27391.0,664.0,529.0,3246.0,3277.0,889.0,1065.0,42739.0,42224.0,1.0,221.0,328.0,453.0,13.0,27.0,1447.0,474.0,215.0,5758.0,422.0,1411.0,16.0,188.0,4.0,31.0,119.0,18286.0,132.0,10551.0
sumner,27.9,160645,130449,103281,85790,56266,65968,51657,39807,30153,18657,36.5,-86.3,11098.050002200001,529.45,303.4,124.6,23.1,26.3,20.4,27.7,29.8,32.0,647,711,400,396,348,403,623,605,755,992,248400.0,236742.0,211825.0,206940,209995.0,221500.0,246445.0,255070.0,269900.0,283003.0,1355.0,1673.0,167175.0,183419.0,123.0,110.0,1355.0,1673.0,813063.0,741998.0,600047.0,443513.0,4864.0,4045.0,72.0,89.0,230.0,520.0,251.0,127.0,51.0,11.0,4.0,338789.0,49.3,75.0,385.0,584.0,15192.0,138.0,8093.0,143.0,11653.0,97.0,11294.0,86.0,13504.0,42.0,8310.0,24.0,5733.0,111.0,39416.0,35.0,22019.0,16.0,21646.0,4.0,9930.0,136.0,840.0,730.0,18933.0,164.0,9583.0,186.0,15106.0,131.0,15179.0,67.0,10598.0,56.0,11082.0,41.0,9750.0,109.0,39667.0,37.0,25644.0,12.0,18028.0,4.0,9009.0,954.0,1215.0,68684.0,89492.0,882.0,961.0,60446.0,57295.0,100.0,451.0,4297.0,24142.0,128.0,190.0,3941.0,8055.0,116.0,124.0,3123.0,3965.0,23.0,84.0,818.0,4090.0,4.0,6.0,51.0,6.0,787.0,848.0,29358.0,32580.0,468.0,533.0,12445.0,15113.0,459.0,425.0,16913.0,17467.0,955.0,1022.0,63299.0,55396.0,843.0,762.0,5834.0,5951.0,1032.0,1380.0,80041.0,94651.0,12.0,17.0,484.0,678.0,34.0,30.0,13043.0,3602.0,201.0,1120.0,24.0,1477.0,52.0,77.0,1.0,14.0,327.0,21836.0,126.0,3790.0
tipton,55.1,61081,51271,37568,32930,28001,23199,19064,14071,11574,8517,35.44,-89.77,40540.601410400006,458.37,133.3,50.6,19.1,36.5,14.1,21.7,35.5,21.6,206,159,81,50,32,44,52,57,49,75,195600.0,211900.0,201000.0,219000,239000.0,219250.0,260000.0,259900.0,248200.0,262300.0,520.0,610.0,155449.0,170182.0,299.0,279.0,520.0,610.0,461279.0,400038.0,887076.0,655800.0,2967.0,2351.0,51.0,59.0,124.0,148.0,62.0,28.0,31.0,12.0,5.0,293380.0,53.0,32.0,144.0,200.0,5856.0,49.0,2810.0,52.0,4376.0,42.0,4941.0,30.0,4836.0,17.0,3294.0,10.0,2367.0,33.0,12131.0,8.0,6875.0,27.0,37572.0,20.0,70247.0,42.0,242.0,230.0,5794.0,70.0,4024.0,74.0,6123.0,43.0,4912.0,38.0,5990.0,14.0,2713.0,10.0,2379.0,30.0,10681.0,16.0,11629.0,21.0,28984.0,22.0,86711.0,409.0,483.0,127288.0,144998.0,336.0,332.0,119686.0,126867.0,45.0,132.0,3222.0,8282.0,100.0,164.0,4380.0,9849.0,90.0,137.0,2954.0,5155.0,15.0,34.0,1426.0,4694.0,2.0,5.0,51.0,38.0,258.0,268.0,11447.0,8498.0,99.0,160.0,1669.0,2737.0,200.0,141.0,9778.0,5761.0,261.0,312.0,13845.0,13581.0,296.0,245.0,2869.0,3105.0,288.0,398.0,18736.0,24600.0,74.0,123.0,2871.0,5093.0,66.0,54.0,90297.0,93644.0,142.0,1069.0,84.0,12499.0,16.0,3.0,11.0,70.0,1919.0,12331.0,187.0,5375.0
trousdale,100.0,7870,7259,5920,6137,5155,3368,3095,2537,2496,1813,36.39,-86.15,3672.9284623999997,114.19,68.9,29.5,8.4,22.6,-3.5,8.8,22.0,1.6,16,22,7,5,4,3,4,6,13,21,152500.0,140500.0,139000.0,142000,113331.0,146400.0,200750.0,135900.0,163858.0,151100.0,290.0,338.0,41262.0,44006.0,142.0,130.0,290.0,338.0,159013.0,142364.0,548321.0,421195.0,3854.0,3235.0,8.0,25.0,55.0,137.0,36.0,23.0,4.0,3.0,2.0,73084.0,56.5,10.0,43.0,85.0,2217.0,22.0,1283.0,47.0,3765.0,31.0,3655.0,28.0,4436.0,19.0,3724.0,7.0,1640.0,28.0,10497.0,10.0,6190.0,3.0,3812.0,3.0,136414.0,23.0,132.0,109.0,2700.0,21.0,1234.0,37.0,2935.0,53.0,6312.0,23.0,3633.0,18.0,3543.0,12.0,7043.0,30.0,10997.0,10.0,6892.0,2.0,5791.0,2.0,58422.0,191.0,279.0,13893.0,19771.0,179.0,239.0,11800.0,12901.0,30.0,93.0,1688.0,5925.0,19.0,34.0,405.0,945.0,15.0,27.0,325.0,704.0,6.0,12.0,80.0,241.0,5.0,4.0,3.0,9.0,183.0,189.0,9226.0,7552.0,128.0,129.0,5147.0,5337.0,87.0,83.0,4079.0,2215.0,238.0,222.0,16908.0,15127.0,180.0,165.0,1235.0,1556.0,253.0,284.0,23743.0,26389.0,1.0,12.0,8312.0,549.0,13.0,14.0,596.0,591.0,113.0,4674.0,73.0,4771.0,1.0,719.0,3.0,6.0,473.0,36734.0,50.0,3170.0
